Document Code,Meeting Code,会议类型,Expense Code,费用类型,Issue Code,问题类型,SOP描述,标准处理方法,"向员工展示的问题描述（合并问题描述和处理方法）"
MN060463,06,培训会,04,会议租车费,63,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN060464,06,培训会,04,会议租车费,64,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议请补充提供，如不符合要求将不予报销
MN060465,06,培训会,04,会议租车费,65,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN060466,06,培训会,04,会议租车费,66,会议照片_人数标准不符,根据SOP规定，培训会会议照片需显示50%及以上参会人员（内+外）,请补充提供，如不符合要求将不予报销,根据SOP规定，培训会会议照片需显示50%及以上参会人员（内+外）请补充提供，如不符合要求将不予报销
MN060467,06,培训会,04,会议租车费,67,会议人数_内部人数不符,根据SOP规定，培训会内部参与培训人员不得低于5人,请确认实际内部参会人数,根据SOP规定，培训会内部参与培训人员不得低于5人请确认实际内部参会人数
MN060468,06,培训会,04,会议租车费,68,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN060469,06,培训会,04,会议租车费,69,报销范围_费用,根据SOP规定，培训会可报销费用有讲课费、餐饮、住宿费、场租和交通费,额外费用不予报销已为您扣除,根据SOP规定，培训会可报销费用有讲课费、餐饮、住宿费、场租和交通费额外费用不予报销已为您扣除
MN060501,06,培训会,05,会议火车票,01,HCP火车标准,根据SOP规定，HCP火车出行不得提供商务舱坐席，高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。,请提供,根据SOP规定，HCP火车出行不得提供商务舱坐席，高于上述标准的交通需事前经业务部负责人、合规审计部负责人及 CEO书面批准。请提供
MN060551,06,培训会,05,会议火车票,51,会议权限_学术论坛,根据SOP规定，培训会可举办的组织者岗位为市场部经理及以上级别和大区业务销售经理及以上，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，培训会可举办的组织者岗位为市场部经理及以上级别和大区业务销售经理及以上，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN060552,06,培训会,05,会议火车票,52,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN060553,06,培训会,05,会议火车票,53,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN060554,06,培训会,05,会议火车票,54,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN060555,06,培训会,05,会议火车票,55,会议议程_时长不足,根据SOP规定，培训会会议时长需≥ 半天（2-4H）,请确认,根据SOP规定，培训会会议时长需≥ 半天（2-4H）请确认
MN060556,06,培训会,05,会议火车票,56,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议不符合要求不予报销
MN060557,06,培训会,05,会议火车票,57,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动不符合要求不予报销
MN060558,06,培训会,05,会议火车票,58,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN060559,06,培训会,05,会议火车票,59,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件请提供
MN060560,06,培训会,05,会议火车票,60,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN060561,06,培训会,05,会议火车票,61,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN060562,06,培训会,05,会议火车票,62,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN060563,06,培训会,05,会议火车票,63,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN060564,06,培训会,05,会议火车票,64,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议请补充提供，如不符合要求将不予报销
MN060565,06,培训会,05,会议火车票,65,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN060566,06,培训会,05,会议火车票,66,会议照片_人数标准不符,根据SOP规定，培训会会议照片需显示50%及以上参会人员（内+外）,请补充提供，如不符合要求将不予报销,根据SOP规定，培训会会议照片需显示50%及以上参会人员（内+外）请补充提供，如不符合要求将不予报销
MN060567,06,培训会,05,会议火车票,67,会议人数_内部人数不符,根据SOP规定，培训会内部参与培训人员不得低于5人,请确认实际内部参会人数,根据SOP规定，培训会内部参与培训人员不得低于5人请确认实际内部参会人数
MN060568,06,培训会,05,会议火车票,68,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN060569,06,培训会,05,会议火车票,69,报销范围_费用,根据SOP规定，培训会可报销费用有讲课费、餐饮、住宿费、场租和交通费,额外费用不予报销已为您扣除,根据SOP规定，培训会可报销费用有讲课费、餐饮、住宿费、场租和交通费额外费用不予报销已为您扣除
MN060601,06,培训会,06,会议茶歇,01,无会议的茶歇,根据SOP规定，会议茶歇不得独立于会议之外提供,请解释说明,根据SOP规定，会议茶歇不得独立于会议之外提供请解释说明
MN060602,06,培训会,06,会议茶歇,02,超市、商场或水果市场购买费用,根据SOP规定，超市、商场或水果市场购买的费用，需要提供明细,请提供,根据SOP规定，超市、商场或水果市场购买的费用，需要提供明细请提供
MN060603,06,培训会,06,会议茶歇,03,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单请提供
MN060604,06,培训会,06,会议茶歇,04,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改已为您系统驳回，请重新提交完成业务审批流程后@通知审核员"
MN060651,06,培训会,06,会议茶歇,51,会议权限_学术论坛,根据SOP规定，培训会可举办的组织者岗位为市场部经理及以上级别和大区业务销售经理及以上，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，培训会可举办的组织者岗位为市场部经理及以上级别和大区业务销售经理及以上，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN060652,06,培训会,06,会议茶歇,52,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN060653,06,培训会,06,会议茶歇,53,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN060654,06,培训会,06,会议茶歇,54,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN060655,06,培训会,06,会议茶歇,55,会议议程_时长不足,根据SOP规定，培训会会议时长需≥ 半天（2-4H）,请确认,根据SOP规定，培训会会议时长需≥ 半天（2-4H）请确认
MN060656,06,培训会,06,会议茶歇,56,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议不符合要求不予报销
MN060657,06,培训会,06,会议茶歇,57,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动不符合要求不予报销
MN060658,06,培训会,06,会议茶歇,58,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN060659,06,培训会,06,会议茶歇,59,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件请提供
MN060660,06,培训会,06,会议茶歇,60,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN060661,06,培训会,06,会议茶歇,61,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN060662,06,培训会,06,会议茶歇,62,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN060663,06,培训会,06,会议茶歇,63,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN060664,06,培训会,06,会议茶歇,64,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议请补充提供，如不符合要求将不予报销
MN060665,06,培训会,06,会议茶歇,65,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN060666,06,培训会,06,会议茶歇,66,会议照片_人数标准不符,根据SOP规定，培训会会议照片需显示50%及以上参会人员（内+外）,请补充提供，如不符合要求将不予报销,根据SOP规定，培训会会议照片需显示50%及以上参会人员（内+外）请补充提供，如不符合要求将不予报销
MN060667,06,培训会,06,会议茶歇,67,会议人数_内部人数不符,根据SOP规定，培训会内部参与培训人员不得低于5人,请确认实际内部参会人数,根据SOP规定，培训会内部参与培训人员不得低于5人请确认实际内部参会人数
MN060668,06,培训会,06,会议茶歇,68,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN060669,06,培训会,06,会议茶歇,69,报销范围_费用,根据SOP规定，培训会可报销费用有讲课费、餐饮、住宿费、场租和交通费,额外费用不予报销已为您扣除,根据SOP规定，培训会可报销费用有讲课费、餐饮、住宿费、场租和交通费额外费用不予报销已为您扣除
MN060701,06,培训会,07,会议场租,01,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单请提供
MN060702,06,培训会,07,会议场租,02,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改已为您系统驳回，请重新提交完成业务审批流程后@通知审核员"
MN060751,06,培训会,07,会议场租,51,会议权限_学术论坛,根据SOP规定，培训会可举办的组织者岗位为市场部经理及以上级别和大区业务销售经理及以上，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，培训会可举办的组织者岗位为市场部经理及以上级别和大区业务销售经理及以上，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN060752,06,培训会,07,会议场租,52,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN060753,06,培训会,07,会议场租,53,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN060754,06,培训会,07,会议场租,54,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN060755,06,培训会,07,会议场租,55,会议议程_时长不足,根据SOP规定，培训会会议时长需≥ 半天（2-4H）,请确认,根据SOP规定，培训会会议时长需≥ 半天（2-4H）请确认
MN060756,06,培训会,07,会议场租,56,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议不符合要求不予报销
MN060757,06,培训会,07,会议场租,57,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动不符合要求不予报销
MN060758,06,培训会,07,会议场租,58,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN060759,06,培训会,07,会议场租,59,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件请提供
MN060760,06,培训会,07,会议场租,60,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN060761,06,培训会,07,会议场租,61,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN060762,06,培训会,07,会议场租,62,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN060763,06,培训会,07,会议场租,63,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN060764,06,培训会,07,会议场租,64,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议请补充提供，如不符合要求将不予报销
MN060765,06,培训会,07,会议场租,65,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN060766,06,培训会,07,会议场租,66,会议照片_人数标准不符,根据SOP规定，培训会会议照片需显示50%及以上参会人员（内+外）,请补充提供，如不符合要求将不予报销,根据SOP规定，培训会会议照片需显示50%及以上参会人员（内+外）请补充提供，如不符合要求将不予报销
MN060767,06,培训会,07,会议场租,67,会议人数_内部人数不符,根据SOP规定，培训会内部参与培训人员不得低于5人,请确认实际内部参会人数,根据SOP规定，培训会内部参与培训人员不得低于5人请确认实际内部参会人数
MN060768,06,培训会,07,会议场租,68,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN060769,06,培训会,07,会议场租,69,报销范围_费用,根据SOP规定，培训会可报销费用有讲课费、餐饮、住宿费、场租和交通费,额外费用不予报销已为您扣除,根据SOP规定，培训会可报销费用有讲课费、餐饮、住宿费、场租和交通费额外费用不予报销已为您扣除
MN060801,06,培训会,08,会议个人车辆,01,个人卡支付,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单,请提供,根据SOP规定，个人银行卡支付超过300元，需提供付款记录及带有持卡人姓名的个人卡照片或银行对账单请提供
MN060802,06,培训会,08,会议个人车辆,02,现金支付,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改",已为您系统驳回，请重新提交完成业务审批流程后@通知审核员,"“微信零钱”、""支付宝花呗”及“京东白条”支付，系统付款类型应选择“现金”非“个人卡”，需驳回修改已为您系统驳回，请重新提交完成业务审批流程后@通知审核员"
MN060851,06,培训会,08,会议个人车辆,51,会议权限_学术论坛,根据SOP规定，培训会可举办的组织者岗位为市场部经理及以上级别和大区业务销售经理及以上，您无权限举办此类型会议,请提供逐级审批至部门负责人的授权邮件并抄送合规,根据SOP规定，培训会可举办的组织者岗位为市场部经理及以上级别和大区业务销售经理及以上，您无权限举办此类型会议请提供逐级审批至部门负责人的授权邮件并抄送合规
MN060852,06,培训会,08,会议个人车辆,52,会议议程_变更,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件,请提供,学会活动变更会议时间、会议地点需提供企业微信变更流程或变更审批邮件请提供
MN060853,06,培训会,08,会议个人车辆,53,会议议程_不一致,会议议程内容与系统填报的实际会议情况不一致,请确认并提供更新的会议议程,会议议程内容与系统填报的实际会议情况不一致请确认并提供更新的会议议程
MN060854,06,培训会,08,会议个人车辆,54,会议议程_不完整,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人,请补充提供,会议议程需包含会议日期、会议开展时间、会议地点、会议内容、演讲主题和演讲人请补充提供
MN060855,06,培训会,08,会议个人车辆,55,会议议程_时长不足,根据SOP规定，培训会会议时长需≥ 半天（2-4H）,请确认,根据SOP规定，培训会会议时长需≥ 半天（2-4H）请确认
MN060856,06,培训会,08,会议个人车辆,56,会议地点_禁止景区,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议,不符合要求不予报销,根据SOP规定，禁止在景区名胜或铺张奢侈的地点举办或参加会议不符合要求不予报销
MN060857,06,培训会,08,会议个人车辆,57,会议地点_禁止场所,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动,不符合要求不予报销,根据SOP规定，禁止在水疗会所、温泉、度假、滑雪、高尔夫、赌博、邮轮、洗浴中心、KTV娱乐及以以上为主业的场所举办学术活动或进行业务招待活动不符合要求不予报销
MN060858,06,培训会,08,会议个人车辆,58,会议签到_系统人数不一致,系统实际内外部参会人数与签到表不一致,请确认实际内外部参会人数，并解释说明,系统实际内外部参会人数与签到表不一致请确认实际内外部参会人数，并解释说明
MN060859,06,培训会,08,会议个人车辆,59,会议签到_整场未电子签到,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件,请提供,根据SOP规定，整场会议未使用电子签到单需提供逐级审批至部门负责人的审批邮件请提供
MN060860,06,培训会,08,会议个人车辆,60,会议签到_缺线下签到原件,根据SOP规定，线下签到单原件需邮寄至我司,请将原件邮寄至我司，邮寄后提供快递单号,根据SOP规定，线下签到单原件需邮寄至我司请将原件邮寄至我司，邮寄后提供快递单号
MN060861,06,培训会,08,会议个人车辆,61,会议签到_线下签到缺审批,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字,将为您寄回线下签到表，请补充签字后原件寄回我司,根据SOP规定，线下签到表下方的“负责与会医疗专业人士的内部员工签字（确认以上签字及备注属实）”和“直线经理签字（确认以上签字及代表说明复核公司要求）”需相应负责人签字将为您寄回线下签到表，请补充签字后原件寄回我司
MN060862,06,培训会,08,会议个人车辆,62,会议照片_缺水印,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需使用水印相机拍摄活动现场照片，并注明活动时间、活动地点、活动主题请补充提供，如不符合要求将不予报销
MN060863,06,培训会,08,会议个人车辆,63,会议照片_缺会议主题,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片需体现并反映会议主题（如PPT标题、横幅、易拉宝等），且照片中的会议主题需清洗请补充提供，如不符合要求将不予报销
MN060864,06,培训会,08,会议个人车辆,64,会议照片_缺付费讲者,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议,请补充提供，如不符合要求将不予报销,根据SOP规定，付费讲者需提供正面清晰演讲照片，照片应体现付费讲者和一张会议幻灯稿同框的场景，要求可识别付费讲者并能体现所参加会议请补充提供，如不符合要求将不予报销
MN060865,06,培训会,08,会议个人车辆,65,会议照片_水印与议程不一致,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致,请补充提供，如不符合要求将不予报销,根据SOP规定，会议照片水印所反映拍摄时间与会议议程相一致请补充提供，如不符合要求将不予报销
MN060866,06,培训会,08,会议个人车辆,66,会议照片_人数标准不符,根据SOP规定，培训会会议照片需显示50%及以上参会人员（内+外）,请补充提供，如不符合要求将不予报销,根据SOP规定，培训会会议照片需显示50%及以上参会人员（内+外）请补充提供，如不符合要求将不予报销
MN060867,06,培训会,08,会议个人车辆,67,会议人数_内部人数不符,根据SOP规定，培训会内部参与培训人员不得低于5人,请确认实际内部参会人数,根据SOP规定，培训会内部参与培训人员不得低于5人请确认实际内部参会人数
MN060868,06,培训会,08,会议个人车辆,68,报销范围_时效,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准,如需报销请提供特批,根据SOP规定，原则上公司仅承担学术活动会议议程前后24小时内所产生的相关费用，例外事项需提供部门负责人及合规审计总监的共同批准如需报销请提供特批
MN060869,06,培训会,08,会议个人车辆,69,报销范围_费用,根据SOP规定，培训会可报销费用有讲课费、餐饮、住宿费、场租和交通费,额外费用不予报销已为您扣除,根据SOP规定，培训会可报销费用有讲课费、餐饮、住宿费、场租和交通费额外费用不予报销已为您扣除
